fold_id,cv_tag,html_id,sent_id,text,tag
0,cv035,3954,13,"on the technical side , a number of interesting choices were made in filming unzipped .",pos
0,cv035,3954,14,"a variety of film stocks were used : super 8 , 16 mm black-and-white , and 35 mm color .",pos
0,cv035,3954,15,"there is a purpose to this beyond simple artiness -- the stock often serves as an emotional key to the movie , and , during the climactic fashion show , color is used to show the audience's perspective , while black-and-white is for the behind-the- scenes sequences .",pos
0,cv035,3954,16,"nevertheless , some viewers will be put off by this treatment .",pos
0,cv035,3954,17,"while unzipped isn't an expose on the fashion industry per se , keeve has enough clips of petulant models to make the viewer realize how tame robert altman was with ready to wear .",pos
0,cv035,3954,18,"overall , however , this movie is far more about mizrahi than anything else , and only when viewed from that perspective does unzipped succeed .",pos
0,cv035,3954,19,"when the designer declares that "" everything is frustrating except designing clothes -- that's beautiful and liberating , "" it fits perfectly with the image of him that unzipped has constructed .",pos
0,cv036,16831,0,dora ( fernanda montenegro ) sits behind a make-shift desk at rio+s major train station .,pos
0,cv036,16831,1,"she , in her colorful demeanor , offers a service that is unheard of in the states .",pos
0,cv036,16831,2,"she writes letters for the illiterate , who pass through , to try to find lost relatives , find love , or search after lost debts .",pos
0,cv036,16831,3,"she+s quirky , she+s elderly , she+s caring .",pos
0,cv036,16831,4,"totally trustworthy , right ?",pos
0,cv036,16831,5,not a chance .,pos
0,cv036,16831,6,"once home , she never sends these letters , saving money on postage , and relishing in the drama contained therein with her neighbor irene ( mar ? lia p ? ra ) .",pos
0,cv036,16831,7,"one of the letters is sent by a young mother with her nine-year old son , looking for their father .",pos
0,cv036,16831,8,"shortly thereafter , she gets hit by a bus , and the son is orphaned .",pos
0,cv036,16831,9,"days go by , and the boy , named josu ? , roams around the station , hungry , desperate , and somewhat clueless to his predictament .",pos
0,cv036,16831,10,"through a series of circumstances too precious to elaborate upon , dora somehow takes a responsibility in trying to find josu ? +s father .",pos
0,cv036,16831,11,"this means leaving the security of rio , traveling to the outskirts of brazil , where unpaved roads , religious devotees and the poverty-stricken become commonplace .",pos
0,cv036,16831,12,films like this remind me as to what i enjoy about some foreign films .,pos
0,cv036,16831,13,"it is an opportunity for me to get a fresh breath in another part of the world , so distant from my own .",pos
0,cv036,16831,14,"it does so entertainingly , and so heart-wrenchingly .",pos
0,cv036,16831,15,"and yet , it+s backdrop is merely that .",pos
0,cv036,16831,16,"the focus is on the minute transformation of dora , of how she learns to love this little kid , without being cloying or sentimental .",pos
0,cv036,16831,17,the most interesting backdrop is the amount of religious dedication is in the film .,pos
0,cv036,16831,18,"dora being an amoral scam-artist , could care less about the amount of bickering between the candle-lighting of the catholics versus the bumper-sticker mentality of the evangelicals .",pos
0,cv036,16831,19,but neither side is trivialized .,pos
0,cv036,16831,20,"she even begins to develop an affection for a non-drinking evangelical , who sees the problems with dora , if not initially .",pos
0,cv036,16831,21,"fernanda montenegro surprisingly got an oscar nomination for this very delicate performance , but the true marvel is that of vinicius de oliveira , who plays josu ? .",pos
0,cv036,16831,22,"he , like the discoveries of j ? r ? mie renier ( _la promesse_ ) and giorgio cantarini ( _life is beautiful_ ) , prove that the true acting discoveries may be outside of the united states .",pos
0,cv036,16831,23,"he is a natural , and never once grating .",pos
0,cv036,16831,24,send a memo to jonathan taylor thomas .,pos
0,cv037,18510,0,the event of events is upon us .,pos
0,cv037,18510,1,people have waited twenty-two years for the prequel to star wars and die-hard fans have been camping out at theaters for months to get tickets to see it .,pos
0,cv037,18510,2,i don't think that america will ever actually recover from what this hurricane of a film has caused .,pos
0,cv037,18510,3,it is not a bit of an exaggeration to say that this is the most highly anticipated movie in history .,pos
0,cv037,18510,4,"anyone who tells you "" it's just a movie "" is either lying or clueless .",pos
0,cv037,18510,5,it is clearly obvious that after the waiting and the hype actually seeing the movie will be anticlimactic .,pos
0,cv037,18510,6,the second coming of the lord could not live up to the kind of buzz ( which is far too weak a word ) that star wars epsode i : the phantom menace so effortlessly generated .,pos
0,cv037,18510,7,but that does not mean that the film itself is bad .,pos
0,cv037,18510,8,"in fact , it is terrific .",pos
0,cv037,18510,9,i strongly suspect that many of the people who were dissappointed by it have simply surrendered to the media machine and the inevitable backlash .,pos
0,cv037,18510,10,it is set some decades before the events of the original 1977 star wars took place .,pos
0,cv037,18510,11,"the film focuses on the fledgling republic of planets and the conflict that is raging : the trade federation , angry at some tax raise that was recently put in place has invaded the small , peaceful planet of naboo .",pos
0,cv037,18510,12,"the republic sent two jedi knights ( people that can actively communicate with what is affectionately known as "" the force "" ) , qui-gon jinn ( liam neeson ) and obi-wan kenobi ( ewan mcgregor ) to negotiate .",pos
0,cv037,18510,13,"unable to stop the tide of events that was about to occur , the jedi and the queen of naboo ( natalie portman ) escape naboo and head for coruscant to try and get the republic senate to intervene .",pos
0,cv037,18510,14,"on the way they get sidetracked to a planet called tatooine , where they meet the movie's real focal point , young anakin skywalker ( jake lloyd ) .",pos
0,cv037,18510,15,"he is an innocent slave boy , but "" the force is strong with him "" so qui- gon is determined to take him with them to the jedi counsel and get him trained as a jedi .",pos
0,cv037,18510,16,"as any self-respecting star wars fan should know , anakin will grow up to be darth vader and give birth to luke skywalker .",pos
0,cv037,18510,17,>from the beginning it is evident that this is not an actor's movie .,pos
0,cv037,18510,18,"around 70% of the characters , if not more , are computer generated in one form or another , and though the effects are seamless , the movie lacks soul .",pos
0,cv037,18510,19,"i think that although the computer has played an incredibly instrumental part in moviemaking this decade , cinema should still be a human art and the phantom menace nearly defies this .",pos
0,cv037,18510,20,"this is the lightest installment in the star wars saga thus far , with plenty of broad comic relief to go around , much of it courtesy of an irritating knew character named jar-jar binks .",pos
0,cv037,18510,21,"he's essentially a computer-animated sidekick who says things like "" exqueeze me ? """,pos
0,cv037,18510,22,"and "" mesa go now , okeday ? "" , and although it is often amusing it is also inherently annoying .",pos
0,cv037,18510,23,the visual effects are astounding ( although director george lucas often chickens out by cutting away from them ) and the movie is a thrilling triumph .,pos
0,cv037,18510,24,if it lacks in plot and in acting it makes up for it through imagination and excitement .,pos
0,cv037,18510,25,"the climactic lightsaber battle ( oh , come on , as if you didn't already know ) , among other things , is outrageously entertaining and defines the term "" popcorn movie "" .",pos
0,cv037,18510,26,what made me surrender and give this movie * * * 1/2 stars was the score by john williams .,pos
0,cv037,18510,27,"even though it does seem like the man scores every single movie that comes out these days , his work here is nothing short of brilliant .",pos
0,cv037,18510,28,his use of opera during the climax really does add a punch and his ingenious way of utilizing the imperial march as a sort of prophecy is chilling .,pos
0,cv037,18510,29,the phantom menace is probably most effective as pop nostalgia .,pos
0,cv037,18510,30,"when you see "" a long time ago , in a galaxy far , far away "" , when the familiar music plays , when the words "" star wars "" appear on screen , you'll feel a tingle even if you didn't see the movie when it first came out in '77 .",pos
0,cv037,18510,31,"it feels oddly exciting to be introduced to young anakin , a boy whose innocence , we know , will be taken away and who will soon cross over to the dark side .",pos
0,cv037,18510,32,"it is the perfect example of dramatic irony to see the jedi masters aspire to get him trained in the jedi arts ; we know that it will do more harm than good , but they do not .",pos
0,cv037,18510,33,"we not only feel more involved in the story , but we feel like we're seeing the beginning of a saga that we have cherished for years .",pos
0,cv037,18510,34,"the phantom menace , although lacking in human aspects of the story , is a very worthy installment in the star wars .",pos
0,cv037,18510,35,"it works as an action flick , visually eye-popping and often paralyzingly exciting ; it also works as an elicitor of memories , a piece of exquisite nostalgia .",pos
0,cv037,18510,36,? 1999 eugene novikov&#137 ;,pos
0,cv038,9749,0,sometimes a movie comes along that falls somewhat askew of the rest .,pos
0,cv038,9749,1,"some people call it "" original "" or "" artsy "" or "" abstract "" .",pos
0,cv038,9749,2,"some people simply call it "" trash "" .",pos
0,cv038,9749,3,a life less ordinary is sure to bring about mixed feelings .,pos
0,cv038,9749,4,"definitely a generation-x aimed movie , a life less ordinary has everything from claymation to profane angels to a karaoke-based musical dream sequence .",pos
0,cv038,9749,5,whew !,pos
0,cv038,9749,6,anyone in their 30's or above is probably not going to grasp what can be enjoyed about this film .,pos
0,cv038,9749,7,"it's somewhat silly , it's somewhat outrageous , and it's definitely not your typical romance story , but for the right audience , it works .",pos
0,cv038,9749,8,a lot of hype has been surrounding this film due to the fact that it comes to us from the same team that brought us trainspotting .,pos
0,cv038,9749,9,"well sorry folks , but i haven't seen trainspotting so i can't really compare .",pos
0,cv038,9749,10,whether that works in this film's favor or not is beyond me .,pos
0,cv038,9749,11,"but i do know this : ewan mcgregor , whom i had never had the pleasure of watching , definitely charmed me .",pos
0,cv038,9749,12,he was great !,pos
0,cv038,9749,13,cameron diaz's character was uneven and a bit hard to grasp .,pos
0,cv038,9749,14,"the audience may find it difficult to care about her , thus discouraging the hopes of seeing her unite with mcgregor after we are immediately sucked into caring about and identifying with him .",pos
0,cv038,9749,15,misguided ?,pos
0,cv038,9749,16,you bet .,pos
0,cv038,9749,17,loveable ?,pos
0,cv038,9749,18,you bet .,pos
0,cv038,9749,19,"a life less ordinary was a delight and even had a bonus for me when i realized it was filmed in my hometown of salt lake city , utah .",pos
0,cv038,9749,20,this was just one more thing i didn't know about this movie when i sat down with a five dollar order of nachos and a three dollar coke .,pos
0,cv038,9749,21,"maybe not knowing the premise behind this film made for a pleasant surprise , but i think even if i had known , i would have been just as happy .",pos
0,cv038,9749,22,"a life less ordinary is quirky , eccentric , and downright charming !",pos
0,cv038,9749,23,"not for everyone , but a definite change of pace for your typical night at the movies .",pos
0,cv039,6170,0,that thing you do !,pos
0,cv039,6170,1,"( r ) tom hanks's screenwriting and directorial debut , that thing you do ! , has all the qualities you would associate with the most beloved screen actor of the moment : fun , lively , and oh-so-nice .",pos
0,cv039,6170,2,"it is the latter quality , however , that becomes a hindrance , for this '60s nostalgia trifle is so nice and sweet that it teeters on becoming bland milquetoast .",pos
0,cv039,6170,3,"that thing focuses on the wonders , a teen rock band from erie , pennsylvania that is suddenly thrust into the national spotlight in 1964 when they score a major dance hit called , of course , "" that thing you do ! """,pos
0,cv039,6170,4,"the group's members are , naturally a diverse group : there's brooding lead singer and songwriter jimmy ( johnathon schaech ) ; girl-crazy lenny ( steve zahn ) , the lead guitarist ; a goofy , geeky type known only as the bass player ( ethan embry ) ; and the film's center , guy ( tom everett scott ) , the drummer who has aspirations in jazz .",pos
0,cv039,6170,5,"along for the wonders' ride to success is jimmy's perpetually neglected galpal , faye ( liv tyler ) .",pos
0,cv039,6170,6,"hanks proves to be a capable writer-director , deftly recreating the innocent spirit of 1964 , which hanks calls "" the last innocent year . """,pos
0,cv039,6170,7,"the spirit is not only reflected in the period clothes and settings but also in the music , which , like the other recent period music film , grace of my heart , was expressly written for the film ; hanks himself had a hand in writing four of the tunes--but not the infectious title cut by adam schlesinger , which is guaranteed to stay in your head long after the end credits have rolled ( it's still playing in my mind as i write this ) .",pos
0,cv039,6170,8,"it should come as no surprise that hanks the director works well with the actors , eliciting charming , likable work from the entire cast , most notably hanks lookalike scott and tyler , who is remarkable in delivering the film's biggest and best dramatic moment .",pos
0,cv039,6170,9,"the work of the young ensemble is so natural that they truly convince as teens of the early '60s ; they do not appear to be '90s grungers playacting "" retro . """,pos
0,cv039,6170,10,"yet for all the light , frothy charms of that thing you do ! , it's nearly nice to a fault .",pos
0,cv039,6170,11,"while this unbridled innocence in film is a refreshing change from all the sinful cinema around these days , there is not enough conflict to keep things consistently interesting .",pos
0,cv039,6170,12,"everyone is so happy , basking in the glow of overnight success , marvelling at it all--except toward the end , but even then the tone quickly reverts to sweetness , ending on an appropriately feel-good note .",pos
0,cv039,6170,13,there isn't much of an edge throughout that thing--the only thing that is remotely edgy is hanks's turn as the wonders' manager--and thus becomes in danger of being so nice it's bland .,pos
0,cv039,6170,14,"but a little niceness goes a long way these days , and there's no denying the entertainment value of that thing you do ! ; it's just about impossible to hate .",pos
0,cv039,6170,15,"it's an inoffensive , enjoyable piece of nostalgia that is sure to leave audiences smiling and humming , if not singing , "" that thing you do ! "" --quite",pos
0,cv039,6170,16,possibly for days .,pos
0,cv039,6170,17,"to paraphrase a passage from the song : though i try and try to forget that song it is just so hard to do every time they play "" that thing you do ! """,pos
0,cv040,8276,0,""" he's back , and it's about time . """,pos
0,cv040,8276,1,"was the motto for this television series pilot ( i call it a pilot , i don't care what fox network says ) revival of the cult classic british tv show , doctor who , that spawned no series , which means there are no smart network execs out there ( not exactly news to a lot of people , i know ) .",pos
0,cv040,8276,2,the motto was well chosen .,pos
0,cv040,8276,3,"the series was simple , it was about this time lord scientist called the doctor with thirteen lives who traveled around in a type forty spaceship called a tardis outsmarting all kind of alien baddies , including the evil daleks , and the master , who appears in this feature , played very badly by eric roberts .",pos
0,cv040,8276,4,"as good as this revival was , there is something missing from it to make sure it was really doctor who .",pos
0,cv040,8276,5,is it the acting ?,pos
0,cv040,8276,6,"hell , no !",pos
0,cv040,8276,7,"paul mcgann is just as good as any of the other seven guys who've played the doctor ( including his predecessor and off-screen friend sylvester mccoy , who appears once more for the regeneration scene ) .",pos
0,cv040,8276,8,"he looks right for the role , is a brilliant actor , and slips effortlessly into the role , the way my two favorites jon pertwee and tom baker would .",pos
0,cv040,8276,9,"daphne ashbrook brings class to her role as dr . grace holloway , the doctor's first companion that he kisses on screen , she is not your typical female companion who screams , and spends her free time making coffee for the doctor , she is a tough , spunky american , and ashbrook shows this well .",pos
0,cv040,8276,10,"young yee jee tso shows promise as chang lee , and i've seen him in other stuff in which he usually plays the punk kid who dies at the end ( this film included ) , which , imho , wastes his talent .",pos
0,cv040,8276,11,the only problem with the acting is eric roberts .,pos
0,cv040,8276,12,"one time he had to say to mcgann's doctor , "" i always dress for the occasion . """,pos
0,cv040,8276,13,"but he broke it up , and said it so slowly that it wounded up sounding like a song lyric , "" i always . . .",pos
0,cv040,8276,14,dress . . .,pos
0,cv040,8276,15,"for the occasion . """,pos
0,cv040,8276,16,"you need an actor less slow and less reliant on moving his hands to act , and who's also british , like mcgann is as the doctor .",pos
0,cv040,8276,17,executive producer phil segal said he was casted because fox insisted on having one american star in the role .,pos
0,cv040,8276,18,"i dunno who thought of casting him , but if they're reading this : news flash : eric roberts is * not * a star !",pos
0,cv040,8276,19,"he rides on his sister's coattails , and any hit movie he makes has nothing to do with him .",pos
0,cv040,8276,20,is this problem the kisses to the past ?,pos
0,cv040,8276,21,"they have references to the show so subtle that non fans would not notice them , only whovians would , and they're good .",pos
0,cv040,8276,22,is it the script or the movie as a whole ?,pos
0,cv040,8276,23,"the script is a classy piece of work , featuring a master who can spit slime out of his mouth and nice dialogue , and the movie as a whole is one fans will love , and it is a good stand alone viewing for nonfans to enjoy the series .",pos
0,cv040,8276,24,so what is it ?,pos
0,cv040,8276,25,simple : no plot .,pos
0,cv040,8276,26,"the master , on his last legs , sends for the doctor to rescue him after the daleks put him on trial on their planet skaro and exterminate him .",pos
0,cv040,8276,27,"the doctor attempts to take his remains back to gallifrey , but they accidentally land in san francisco , 1999 , december 31 , where the master , with young street hood chang lee's help , opens the eye of harmony , which will suck the earth through it at midnight if the doctor , with the help of female surgeon , dr . grace holloway , doesn't close it by then .",pos
0,cv040,8276,28,virtually no plot .,pos
0,cv040,8276,29,"i was told the movie would've featured the daleks on screen and started with more of a courtroom drama between the master and the daleks , but a lot of rewriting went on on the set .",pos
0,cv040,8276,30,"that shows how smart people are , as it would have made the movie a hell of a lot more interesting , and that would've gotten a four star rating out of me .",pos
0,cv041,21113,0,"dreamworks pictures presents a jinks/ cohen company production kevin spacey annette bening "" american beauty "" thora birch allison janney peter gallagher mena suvari wes bentley and chris cooper co-producers stan wlodkowski alan ball music by thomas newman costume designer julie weiss film editor tariq anway chris greenbury production designer naomi shohan director of photography conrad l . hall , a . s . c .",pos
0,cv041,21113,1,produced by bruce cohen & dan jinks written by alan ball directed by sam mendes,pos
0,cv041,21113,2,""" both my wife and daughter think i'm this gigantic loser .",pos
0,cv041,21113,3,and they're right .,pos
0,cv041,21113,4,i have lost something .,pos
0,cv041,21113,5,"i didn't always feel this sedated . """,pos
0,cv041,21113,6,"with that piece of dialogue , we are fully introduced to lester burnham ( kevin spacey ) , a 42 year old man trapped within his own life .",pos
0,cv041,21113,7,lester works for an advertising agency .,pos
0,cv041,21113,8,his growing dissatisfaction with his job is only one of the mid-life crisis he is suffering .,pos
0,cv041,21113,9,"estranged from both his wife and his daughter , lester starts to crack under the stress .",pos
0,cv041,21113,10,"his life becomes nothing more than a series of mastubatory fantasies , and sullen apathy .",pos
0,cv041,21113,11,"carolyn burnham ( annette bening ) , is the prototypical career woman/ homemaker .",pos
0,cv041,21113,12,"she carefully tends her rose garden , decorates her home with the best furnishings .",pos
0,cv041,21113,13,but inside she is desperate .,pos
0,cv041,21113,14,"unsuccessful at her profession as a real estate agent , she drives herself into states of denial and self loathing that only feed her growing resentment towards her family .",pos
0,cv041,21113,15,"the third member of this anti-family is jane burnham ( thora birch ) , lester and carolyn's daughter .",pos
0,cv041,21113,16,"a young girl going through the typical stages of adolescence , but having to also come to terms with her families growing dysfunction .",pos
0,cv041,21113,17,this funny ( and frightening ) slice of life is refreshingly simple .,pos
0,cv041,21113,18,not one character is given less than is needed to identify him or her .,pos
0,cv041,21113,19,some of the most telling characters are those that serve to highlight other characters .,pos
0,cv041,21113,20,"most notably is barbara fitts ( allison janney ) , the almost catatonic wife of retired marine colonel fitts .",pos
0,cv041,21113,21,"she has almost no dialogue , and seems to be either recovering from a stroke or suffering from one .",pos
0,cv041,21113,22,colonel fitts ( chris cooper ) is an angry and frightened man .,pos
0,cv041,21113,23,"his rage directed almost singularly at his son , ricky ( wes bentley ) who has just moved with his family to the same neighborhood as the burnham's .",pos
0,cv041,21113,24,in fact they are the next door neighbors .,pos
0,cv041,21113,25,"anymore detail into the personalities of these marvelously diverse characters would deprive one of the many pleasures and surprises to be had in "" american beauty "" .",pos
0,cv041,21113,26,"alan ball , who was the co-executive producer of the hit tv series "" cybil "" and creator of the new sitcom "" oh grow up "" , has fashioned one of the most insightful and expertly tuned screenplays to have hit the screen in the past ten years .",pos
0,cv041,21113,27,not one character in this film rings falsely .,pos
0,cv041,21113,28,"and the depth of personality in each , is achingly honest and insightful .",pos
0,cv041,21113,29,"the plot detailing the last year in the life of a man as he tries to find his own self worth is so resoundingly cliched and at the same time original as to bring to mind such marvelous film work as "" the graduate "" or "" lolita "" .",pos
0,cv041,21113,30,kevin spacey turns in one of this years most pragmatic performances .,pos
0,cv041,21113,31,his lester burnham is an everyman caught up in the middle of a life that is spiraling into old age .,pos
0,cv041,21113,32,"finally unable to deal with the lost soul that he has become , lester tries to return to his youth .",pos
0,cv041,21113,33,"he quits his job ( actually blackmailing his employer for one year's salary ) , starts smoking pot , fantasizes about his daughter's girlfriend angela ( mena suvari , in a marvelous performance here ) , starts working out , and finally takes a job at the local fast food outlet .",pos
0,cv041,21113,34,"mr . spacey's performance is so remarkably subtle and ingenuous , that we can be certain that come oscar ? time , we can be assured to see him name among the five nominees .",pos
0,cv041,21113,35,annette bening also turns in what may be the best performance of her career .,pos
0,cv041,21113,36,carolyn burnham is a woman who has become so insecure as to be caught up in maintaining the facade of normalcy .,pos
0,cv041,21113,37,"unable to cope with her growing disillusionment , she forces herself to maintain her demeanor , driving her further and further into desperation , adultery and possibly murder .",pos
0,cv041,21113,38,ms . bening makes the character of carolyn so compelling as to be identifiable to almost anyone .,pos
0,cv041,21113,39,the slow and methodical turn from happy home maker to charnel house martha stewart is too frightening to express in words .,pos
0,cv041,21113,40,thora birch holds her own against the talents cast with her .,pos
0,cv041,21113,41,"jane burnham is both an innocent girl caught up in what is a dysfunctional family , and a rebellious child ready to abandon them at any moment .",pos
0,cv041,21113,42,her growing distrust and isolation from her family is something that many parents should view as a warning .,pos
0,cv041,21113,43,she is the prototypical trophy child .,pos
0,cv041,21113,44,"when carolyn praises her daughter after a performance by her cheerleading team ( "" i'm so proud of you , honey .",pos
0,cv041,21113,45,"you didn't screw up once ! "" ) , the bitterness and resentment are palpable .",pos
0,cv041,21113,46,thora birch is a young actress to watch .,pos
0,cv041,21113,47,praise must also go to chris cooper who brings yet another angry father role to life with depth and resonance .,pos
0,cv041,21113,48,colonel finn is a man in complete denial .,pos
0,cv041,21113,49,his military upbringing masking a desire he is too repulsed to even comprehend .,pos
0,cv041,21113,50,wes bentley as ricky finn is fine as the enigma .,pos
0,cv041,21113,51,the boy next door who may be more foe than friend .,pos
0,cv041,21113,52,"a deceitful and calculating young man , whose voyeuristic proclivities mask a deeper and more profound understanding of life than any of the adults around him .",pos
0,cv041,21113,53,mr . bentley's performance is the one troublesome note in the film .,pos
0,cv041,21113,54,"that is simply because the character is such a grand and complete liar , that one almost faults the performance for it .",pos
0,cv041,21113,55,director sam mendes handles all of the particulars of the cast and the settings with a sure and composed style that is neither intrusive nor subtle .,pos
0,cv041,21113,56,"scenes of carolyn walking through the rain , carry an ominous fission that calls attention to the emotions of the character .",pos
0,cv041,21113,57,"the subtle cinematography by conrad hall is wonderful , capturing the season in all of it's harsh beauty ( fall has never looked so inviting , yet depressing ) .",pos
0,cv041,21113,58,"every nuance of "" american beauty "" begs it's audience to think and examine .",pos
0,cv041,21113,59,it is a film that will be discussed and debated for years to come .,pos
0,cv041,21113,60,"and well it should , as it is simply one of this years best .",pos
0,cv042,10982,0,will hunting ( matt damon ) is a natural genius .,pos
0,cv042,10982,1,"for a movie character , that's usually a death sentence .",pos
0,cv042,10982,2,"it's a trait associated with what my brother calls "" too good for this world "" movies , like phenomenon or powder .",pos
0,cv042,10982,3,"forgive me for spoiling the ending , but will doesn't die .",pos
0,cv042,10982,4,this is no formula movie .,pos
0,cv042,10982,5,"in fact , it's quite fresh and original .",pos
0,cv042,10982,6,"it's a character study more than anything , and that's not surprising , considering it was written by two actors : damon and co-star ben affleck .",pos
0,cv042,10982,7,will works whatever kind of job he can get .,pos
0,cv042,10982,8,"first he's a janitor , then he works construction .",pos
0,cv042,10982,9,off-screen he speed reads books on any academic subject that interests him .,pos
0,cv042,10982,10,"on-screen he hangs out with his friends , picking fights in robust , romanticized-hemingway fashion .",pos
0,cv042,10982,11,"lambeau ( stellan skarsgard from breaking the waves ) , a math professor , learns that the janitor ( will ) is a genius with a special talent for advanced mathematics .",pos
0,cv042,10982,12,"having confirmed he's not a fluke or a savant , he does what he can to get will into the education system .",pos
0,cv042,10982,13,he is firmly rejected .,pos
0,cv042,10982,14,"finally , will lands in jail for one of his fights .",pos
0,cv042,10982,15,lambeau can get him probation instead of prison time as long as will agrees to therapy sessions and to discussing mathematics with him .,pos
0,cv042,10982,16,will ( barely ) decides to go for the therapy over prison .,pos
0,cv042,10982,17,lambeau treats will like a son .,pos
0,cv042,10982,18,"he's proud of , and amazed by , will's accomplishments in mathematics .",pos
0,cv042,10982,19,"he encourages will and tries to give him structure , knowing that , with a little discipline , he could be bigger than einstein .",pos
0,cv042,10982,20,will isn't really interested in academia .,pos
0,cv042,10982,21,"he knows he would be the best in his field , and therefore spend all of his time in an office , explaining math to people like lambeau .",pos
0,cv042,10982,22,"he would rather work construction , which breaks lambeau's heart .",pos
0,cv042,10982,23,"meanwhile , will attends his mandated therapy sessions .",pos
0,cv042,10982,24,"it's not long before he shreds all the therapists on lambeau's "" a "" list .",pos
0,cv042,10982,25,"will has read enough psychology to know the tricks of the trade , and how to keep them from affecting him .",pos
0,cv042,10982,26,shrink after shrink refuses to return after will's mockery .,pos
0,cv042,10982,27,"lambeau's last hope is his old college roommate , now a psychology teacher at a small-time community college .",pos
0,cv042,10982,28,"knowing that will is going to try to shred him too , sean ( robin williams ) agrees to take him on as a favor to lambeau and for the chance to meet this next einstein .",pos
0,cv042,10982,29,"true to form , will finds sean's emotional weakness and attacks .",pos
0,cv042,10982,30,"but unlike the other shrinks , sean knows what he is in for and continues the sessions .",pos
0,cv042,10982,31,"like a foster mother with a fussy child , sean knows that the attacks are defensive and is able to take them in stride .",pos
0,cv042,10982,32,"like the foster mother , sean knows that time and quiet patience is the only approach .",pos
0,cv042,10982,33,robin williams is excellent in this role .,pos
0,cv042,10982,34,"he's not an actor with a great range , but in the right roles he has great depth .",pos
0,cv042,10982,35,"in this movie , as in awakenings , there comes a point when the quiet , shy man accomplishes something of great personal importance , and a smile of pure joy spreads up to his eyes .",pos
0,cv042,10982,36,williams is the only actor i can name who can make an audience cry just by smiling .,pos
0,cv042,10982,37,i have compared will to a foster child and that's not entirely fair .,pos
0,cv042,10982,38,"emotionally , he has a lot to learn , but he is not a child .",pos
0,cv042,10982,39,he has thought about his life and made rational decisions about what he wants .,pos
0,cv042,10982,40,"sean , his girlfriend , his pals , and lambeau all help him grow , but he didn't start out asking for , or particularly needing , help .",pos
0,cv042,10982,41,"his exceptional gift singled him out , and those who love him kept pushing him in the right direction .",pos
0,cv042,10982,42,if i had to say anything bad about good will hunting is that it walks the line between drama and melodrama .,pos
0,cv042,10982,43,"it's too sentimental and uplifiting for a straight drama , but the emotions are too subtle for melodrama .",pos
0,cv042,10982,44,"it is emotionally engaging , but it's not quite larger than life .",pos
0,cv042,10982,45,"this isn't a problem per se , but at times i didn't know quite how to take it .",pos
0,cv042,10982,46,but this is a relatively small complaint about a very good movie .,pos
0,cv042,10982,47,a good movie allows its characters to learn and grow .,pos
0,cv042,10982,48,"it doesn't just happen ; it takes a good script , good acting , and good direction .",pos
0,cv042,10982,49,good will hunting has all three .,pos
0,cv042,10982,50,"if you are at all inclined to see it , by all means , go .",pos
0,cv043,15013,0,"if there's one thing in common about all of hollywood's major studios , it's that their productions are moving toward mainstream more and more .",pos
0,cv043,15013,1,"although twentieth century fox and new line cinema have spawned subsidiaries which specialize in independant or controversial motion pictures ( fox searchlight and fine line respectively ) , it's obvious there's no significant movement underway to promote inventive ideas at the theater .",pos
0,cv043,15013,2,"so when a movie like gary ross' pleasantville comes along , wrapped in a blanket of innovative ideas and served up on a platter of fine production , it's a welcome change of pace for all who frequent the cineplexes .",pos
0,cv043,15013,3,"although the atmosphere and buzz about the movie are cheery and lighthearted , pleasantville should not be mistaken for a no-thought movie .",pos
0,cv043,15013,4,"quite the opposite is true , in fact , as director ross skillfully brings a narrative with intense and intelligent undertones to the screen .",pos
0,cv043,15013,5,"the story , both about the joys of living life to the fullest as well as the social ills of segregation , captures the essence of statement-making in the cinema .",pos
0,cv043,15013,6,"not in recent memory has a movie carried such weight of theme into widescale distribution , and even if mass audiences fail to see the ingenuity of ross' work , it is still a testament that his picture was considered worthy enough .",pos
0,cv043,15013,7,kudos to both he and his production staff for putting together this fine picture .,pos
0,cv043,15013,8,"it stars tobey maguire and reese witherspoon as two nineties teenagers who , through quite a bit of luck , find themselves zapped into a fifties sitcom named "" pleasantville . """,pos
0,cv043,15013,9,"maguire , as the reserved bud parker , is perfect for the pseudo-world ; but the rebellious mary sue ( witherspoon ) is not at all made for the father-knows-best times .",pos
0,cv043,15013,10,"it's not long before she sets the town of pleasantville on end , and begins to teach the townspeople - in a quite unlikely way - what life is * really * like .",pos
0,cv043,15013,11,"soon hues of color creep into the black and white world , and while some embrace the change in the passion of realism , others fear the strangeness .",pos
0,cv043,15013,12,at one end is a soda shop owner-turned-painter named mr . johnson ( jeff daniels ) and at the other end is a close-minded mayor ( j . t .,pos
0,cv043,15013,13,walsh ) and his chamber of commerce ; but the two sides are simply fronts for a clash of ideas that soon involves the entire town .,pos
0,cv043,15013,14,fine performances are turned in all around .,pos
0,cv043,15013,15,"maguire and witherspoon are effective as the leads , but the true complements go out to jeff daniels and j . t .",pos
0,cv043,15013,16,walsh ( in his latest and final posthumous performance ) .,pos
0,cv043,15013,17,"daniels brings an atmosphere of awe , inspiration , and hope to his character , whereas walsh simply drips of sinister closemindedness - almost to the point where you can sense gene hackman's envy .",pos
0,cv043,15013,18,"for daniels , it's his most commendable performance of the last three years - or more - and for walsh , it's a complementary exclamation point on a fine career .",pos
